ID_Jugador,Nombre_Jugador,Epoca,Equipo_Principal,Nacionalidad,Posicion,Anio_Nacimiento,Legado_Futbolistico,Balon_de_Oro,Copa_Mundo,Impacto_Historico,Partidos_Jugados_Carrera,Goles_Carrera,Asistencias_Carrera,Titulos_Ganados,Balones_Oro_Ganados,Copas_Mundo_Ganadas,Valor_Historico_Millones,Ingreso_Carrera_Millones,Puntuacion_Legado,Promedio_Goles_Partido,Anos_Carrera_Profesional,Popularidad_Indice
19036.0, Andrea Pirlo ,2000s-2010s , AC Milan ,Italia ,  Mediocampista,1979.0,Icono,sin nominacion,NO CLASIFICO,muy alto,675.0,188.0,98.0,9.0,0.0,0.0,118.36,2.7,68.6,0.22,15.8,44.3
19037.0,EDEN HAZARD,2010S-2020S,chelsea,BELGICA, Delantero ,1991.0, Icono ,ganador,Subcampeón,MEDIO,899.0,188.0,92.0,12.0,0.0,0.0,14.35,28.99,81.0,0.31,15.5,70.7
19038.0, Fabio Cannavaro ,  1990s-2010s,Juventus ,ITALIA,DEFENSA,1973.0,reconocido, nominado ,campeon,Alto,389.0,211.0,96.0,5.0,1.0,0.0,15.87,84.71,106.5,0.5,17.9,80.5
19039.0, Karim Benzema ,2010s-2020s,Real Madrid ,  Francia,delantero,1987.0,icono,Sin Nominacion,SUBCAMPEON,Bajo,886.0,217.0,95.0,8.0,0.0,1.0,71.23,222.84,92.9,,21.0,108.3
19040.0,xavi hernandez,  2000s-2010s,Barcelona, España ,Mediocampista ,1980.0,icono, Ganador ,PARTICIPANTE,Alto,762.0,203.0,95.0,7.0,1.0,1.0,29.87,163.96,92.3,0.19,12.0,89.5
19041.0,luka modric,2010S-2020S,Barcelona   ,CROACIA, Mediocampista ,1985.0,icono,sin nominacion,campeon,alto,766.0,194.0,114.0,9.0,1.0,0.0,74.96,116.22,57.7,0.24,17.0,57.7
19042.0,ALFREDO DI STEFANO,1950s-1960s ,Real Madrid ,ARGENTINA,  Delantero,1926.0,LEYENDA,Ganador,Campeon,alto,443.0,196.0,105.0,12.0,0.0,0.0,3.38,124.26,74.6,0.84,7.1,
19043.0,diego maradona,1980S-1990S,Napoli ,ARGENTINA, Mediocampista ,1960.0,Reconocido, Sin Nominacion ,subcampeon,alto,704.0,205.0,100.0,5.0,0.0,1.0,,87.49,57.5,0.42,21.9,75.9
19044.0,Zinedine Zidane,  1990s-2000s,  Real Madrid,francia,Mediocampista,1972.0, Icono ,SIN NOMINACION,Subcampeón,BAJO,330.0,200.0,101.0,10.0,0.0,0.0,1.71,24.12,102.6,0.27,8.8,69.9
19045.0,Lev Yashin, 1950s-1960s ,Dynamo Moscow,Union Sovietica, Portero ,1929.0, reconocido ,Sin Nominacion,subcampeon,muy alto,684.0,200.0,108.0,11.0,0.0,0.0,3.24,190.18,108.8,0.72,11.4,68.5
19046.0,PAOLO ROSSI,1970S-1980S,Juventus,  Italia,DELANTERO,1956.0,Icono,Nominado,Campeón,bajo,846.0,209.0,87.0,10.0,0.0,0.0,118.46,5000.0,96.7,0.35,12.0,42.5
19047.0,Bobby Charlton, 1950s-1960s ,  Manchester United,inglaterra, Mediocampista ,1937.0, Icono , nominado , Subcampeon , medio ,220.0,195.0,96.0,6.0,1.0,0.0,7.5,65.76,70.2,,7.4,72.8
19048.0,Ronaldo Nazario,  1990s-2000s, Real Madrid ,BRASIL,DELANTERO,1976.0,RECONOCIDO,SIN NOMINACION,Subcampeón, alto ,366.0,226.0,102.0,7.0,0.0,0.0,38.01,9.41,107.2,0.3,15.2,84.9
19049.0,Neymar,2010S-2020S,psg,Brasil,DELANTERO,1992.0,Notable,Ganador,Participante,BAJO,473.0,217.0,92.0,8.0,1.0,0.0,26.47,47.4,81.2,0.45,16.1,67.3
19050.0, Luís Figo ,1990s-2000s , Real Madrid ,  Portugal,  Mediocampista,1972.0,RECONOCIDO,Ganador, Campeon ,medio,587.0,195.0,88.0,6.0,0.0,0.0,21.34,49.35,66.8,0.78,14.1,83.4
19051.0,oliver kahn,1990s-2000s,real madrid,Alemania ,Portero,1969.0,Notable, nominado ,Campeon,BAJO,800.0,192.0,89.0,7.0,0.0,0.0,115.05,159.94,70.5,0.43,7.3,57.7
19052.0,Zico,1970s-1980s,Flamengo,  Brasil,mediocampista,1953.0,Leyenda,NOMINADO,no clasifico, alto ,515.0,202.0,93.0,10.0,0.0,0.0,1.1,63.29,78.5,0.73,24.9,72.2
19053.0,Ronaldo, 1990s-2000s ,REAL MADRID,brasil,DELANTERO,1976.0,RECONOCIDO,NOMINADO, participante , alto ,213.0,208.0,115.0,11.0,0.0,0.0,54.5,38.29,85.7,0.48,17.7,81.3
19054.0,Romario,  1980s-1990s, Barcelona ,brasil, Delantero ,1966.0,notable,SIN NOMINACION,Subcampeon,medio,441.0,178.0,101.0,14.0,1.0,0.0,165.38,301.09,82.6,1.09,28.2,78.8
19055.0,neymar jr, 2010s-2020s ,PSG,brasil,  Delantero,1992.0,icono,ganador,Campeón, bajo ,545.0,201.0,97.0,17.0,0.0,0.0,41.07,9.39,63.8,0.97,11.0,42.9
19056.0,Iker Casillas,  2000s-2010s,real madrid,  España, Portero ,1981.0,LEYENDA, nominado ,PARTICIPANTE,ALTO,764.0,210.0,113.0,13.0,1.0,0.0,138.09,43.93,103.2,0.1,19.8,66.2
19057.0,Franz Beckenbauer,  1970s-1980s, Bayern Munich , Alemania ,DEFENSA,1945.0,RECONOCIDO, Sin Nominacion , No Clasifico , medio ,539.0,209.0,92.0,10.0,0.0,1.0,2.68,3.43,82.7,0.66,18.9,
19058.0,sergio ramos,2000s-2020s,REAL MADRID,ESPAÑA,  Defensa,1986.0, notable , nominado ,SUBCAMPEON,BAJO,291.0,191.0,102.0,9.0,0.0,0.0,27.13,107.74,74.3,0.26,13.5,65.2
19059.0, Franz Beckenbauer ,1970s-1980s ,BAYERN MUNICH,  Alemania, Defensa ,1945.0,notable,ganador,NO CLASIFICO,BAJO,566.0,214.0,93.0,7.0,1.0,0.0,15.07,200.16,101.7,0.56,22.1,75.3
19060.0,Oliver Kahn,1990s-2000s , Bayern Munich ,Alemania ,Portero ,1969.0,reconocido,ganador, No Clasifico ,medio,654.0,223.0,90.0,10.0,1.0,0.0,65.62,26.28,67.2,0.52,13.0,73.3
19061.0,enzo francescoli,1980S-1990S,RIVER PLATE,Uruguay ,Mediocampista,1961.0,Notable,nominado,participante,Bajo,627.0,200.0,98.0,7.0,0.0,1.0,198.95,-200.0,60.6,0.18,13.2,106.4
19062.0,Neymar, 2010s-2020s , PSG ,Brasil , Delantero ,1992.0,RECONOCIDO,sin nominacion,CAMPEON,bajo,708.0,206.0,92.0,10.0,1.0,0.0,14.82,27.65,104.1,0.82,-2.4,100.8
19063.0,Andrea Pirlo,2000s-2010s ,AC MILAN,ITALIA,Mediocampista,1979.0,notable,GANADOR,PARTICIPANTE,alto,234.0,213.0,103.0,11.0,0.0,0.0,53.09,193.32,113.4,0.56,17.0,91.2
19064.0,Robert Lewandowski,2010s-2020s,Bayern Munich,Polonia,DELANTERO,1988.0,ICONO,ganador,campeon,ALTO,405.0,193.0,102.0,8.0,2.0,0.0,11.04,112.18,78.1,0.41,8.4,55.5
19065.0, Luis Suarez ,2010S-2020S, Barcelona ,uruguay,DELANTERO,1987.0,Reconocido,GANADOR, participante ,Alto,280.0,178.0,99.0,11.0,0.0,0.0,41.66,130.74,84.3,0.37,12.2,82.2
19066.0,MOHAMED SALAH,  2000s-2020s,Liverpool,EGIPTO,DELANTERO,1992.0, reconocido ,Nominado,Campeon,Medio,761.0,202.0,78.0,11.0,1.0,1.0,31.17,1.45,67.8,0.54,9.9,86.4
19067.0,PAOLO ROSSI,1970s-1980s,  Juventus,italia,Delantero,1956.0, Leyenda ,sin nominacion,No Clasifico,muy alto,587.0,204.0,87.0,14.0,2.0,0.0,178.79,,85.1,0.62,13.2,61.0
19068.0,garrincha, 1950s-1960s ,Botafogo ,BRASIL, Delantero ,1933.0, Icono ,SIN NOMINACION,CAMPEON, bajo ,201.0,194.0,110.0,12.0,0.0,0.0,,103.77,77.9,0.46,17.2,57.6
19069.0,ROBERTO BAGGIO,1990s-2000s ,Juventus,italia,Delantero ,1967.0,Reconocido,sin nominacion,Participante, medio ,589.0,201.0,105.0,13.0,1.0,1.0,21.5,29.08,83.5,-0.35,15.1,109.1
19070.0,ronaldo nazario,1990s-2000s ,REAL MADRID,BRASIL,Delantero,1976.0, notable ,Sin Nominacion,No Clasificó, Muy Alto ,765.0,187.0,103.0,6.0,1.0,1.0,6.06,141.47,91.1,,18.5,69.0
19071.0,DIEGO MARADONA,1990S-2000S,napoli,Argentina,  Mediocampista,1960.0,notable, Sin Nominacion , participante , Muy Alto ,305.0,176.0,97.0,12.0,1.0,0.0,8.2,26.45,68.5,0.07,21.3,107.3
19072.0, Romario ,1980S-1990S,  Barcelona,  Brasil,Delantero ,1966.0,notable,nominado,No Clasificó,medio,676.0,201.0,118.0,10.0,1.0,0.0,12.77,164.93,79.6,0.44,13.2,94.9
19073.0,karim benzema, 2010s-2020s ,Real Madrid,Francia , Delantero ,1987.0,Leyenda,NOMINADO,PARTICIPANTE,MUY ALTO,601.0,206.0,128.0,8.0,0.0,0.0,14.45,9.55,57.9,0.08,12.6,83.2
19074.0,ROBERTO BAGGIO, 1990s-2000s ,  Juventus,italia, Delantero ,1967.0,Reconocido,sin nominacion, participante ,alto,755.0,192.0,89.0,7.0,0.0,0.0,95.06,97.31,79.7,0.08,19.8,84.1
19075.0, Kylian Mbappe , 2010s-2020s ,PSG,FRANCIA,Delantero,1998.0,Notable,Sin Nominacion,Subcampeón,Medio,361.0,190.0,107.0,10.0,2.0,1.0,41.19,62.24,83.6,0.87,20.2,
19076.0,FRANCESCO TOTTI,  1990s-2010s,AS Roma,Italia,delantero,1976.0,Leyenda,Nominado, Campeon ,BAJO,401.0,175.0,111.0,8.0,0.0,0.0,37.05,8.12,150.0,0.4,18.7,79.1
19077.0,Hugo Sanchez,1980s-1990s,real madrid,Mexico,Delantero ,1958.0,leyenda, nominado ,PARTICIPANTE,Alto,469.0,208.0,109.0,16.0,0.0,0.0,6.1,22.15,88.6,0.38,10.2,103.3
19078.0,Ronaldinho,2000s-2010s ,barcelona,Brasil ,DELANTERO,1980.0, reconocido ,Sin Nominacion,Campeon,bajo,470.0,185.0,89.0,16.0,1.0,2.0,98.36,1.0,98.6,0.64,17.1,88.6
19079.0, Ronaldo Nazario , 1990s-2000s ,Real Madrid,BRASIL,Delantero ,1976.0,notable,sin nominacion,Participante,MUY ALTO,655.0,189.0,110.0,4.0,0.0,1.0,64.15,50.6,61.9,0.39,15.5,78.1
19080.0,Karl-Heinz Rummenigge,  1970s-1980s,Bayern Munich ,  Alemania, Delantero ,1955.0, Icono ,NOMINADO,Subcampeon, alto ,661.0,209.0,101.0,12.0,0.0,0.0,3.5,28.68,62.7,1.13,20.3,109.2
19081.0,Andrea Pirlo,2000s-2010s,ac milan,italia,  Mediocampista,1979.0, notable ,ganador,No Clasifico,BAJO,451.0,191.0,113.0,11.0,0.0,1.0,61.52,72.98,92.9,0.42,12.1,71.3
19082.0,karl-heinz rummenigge,  1970s-1980s,bayern munich,  Alemania, Delantero ,1955.0, Icono , Sin Nominacion ,participante, medio ,495.0,210.0,110.0,11.0,0.0,0.0,39.21,28.22,54.4,0.61,6.7,
19083.0,Andrés Iniesta,2000s-2010s,barcelona, España ,Mediocampista,1984.0,ICONO,ganador,CAMPEON,Muy Alto,537.0,205.0,96.0,6.0,0.0,0.0,4.26,28.52,87.7,0.79,18.5,78.1
19084.0,CARLOS VALDERRAMA,1980S-1990S, Montpellier ,Colombia,mediocampista,1961.0,Notable,SIN NOMINACION, participante ,bajo,252.0,189.0,94.0,8.0,1.0,0.0,30.65,108.75,67.3,0.98,2.2,90.3
19085.0,francesco totti,1990s-2010s ,  AS Roma,Italia,DELANTERO,1976.0,Icono,SIN NOMINACION, Campeon ,muy alto,416.0,211.0,100.0,9.0,1.0,1.0,33.15,3.95,108.6,0.28,11.3,40.6
19086.0,DIEGO MARADONA,  1980s-1990s,Napoli,Argentina  ,Mediocampista ,1960.0, Leyenda ,Sin Nominacion,SUBCAMPEON,Bajo,387.0,180.0,115.0,9.0,0.0,0.0,9.06,186.56,88.8,0.37,9.9,80.7
19087.0,Enzo Francescoli,  1980s-1990s,River Plate ,URUGUAY,mediocampista,1961.0,leyenda, Sin Nominacion , participante , medio ,579.0,209.0,101.0,13.0,1.0,0.0,145.66,152.99,81.7,0.88,9.9,91.2
19088.0,steven gerrard,2000s-2010s ,liverpool, Inglaterra ,MEDIOCAMPISTA,1980.0,notable, Ganador ,No Clasificó, alto ,692.0,178.0,104.0,7.0,1.0,0.0,94.85,88.16,103.4,0.74,11.3,69.6
19089.0,BOBBY CHARLTON,1950S-1960S, Manchester United , Inglaterra , Mediocampista ,1937.0,RECONOCIDO,NOMINADO,PARTICIPANTE,Bajo,240.0,199.0,120.0,12.0,0.0,0.0,55.29,71.96,69.0,,21.1,97.1
19090.0,ALFREDO DI STEFANO,1950s-1960s,  Real Madrid, Argentina ,  Delantero,1926.0,leyenda, nominado ,NO CLASIFICO,MUY ALTO,356.0,197.0,95.0,6.0,1.0,1.0,31.02,178.27,71.9,0.09,19.1,87.8
19091.0,eusebio,1950s-1960s,BENFICA,PORTUGAL, Delantero ,1942.0, notable , Ganador ,CAMPEON, medio ,214.0,205.0,109.0,16.0,0.0,0.0,26.53,16.4,-20.0,0.96,13.7,117.8
19092.0, Fabio Cannavaro ,  1990s-2010s,JUVENTUS,italia,Defensa,1973.0,Icono,NOMINADO,PARTICIPANTE, alto ,264.0,166.0,101.0,11.0,0.0,0.0,52.63,6.58,72.0,0.27,20.7,60.0
19093.0,HARRY KANE,2010S-2020S,tottenham,Inglaterra,Delantero,1993.0,LEYENDA,nominado,Subcampeón,Muy Alto,720.0,205.0,109.0,9.0,0.0,1.0,39.42,21.9,85.9,0.56,9.7,91.6
19094.0,Lionel Messi,2000s-2020s,Barcelona ,ARGENTINA,  Delantero,1987.0,notable, nominado ,Participante,MEDIO,543.0,217.0,94.0,7.0,1.0,0.0,,126.62,92.4,0.46,9.0,54.7
19095.0,Ferenc Puskás,1950s-1960s,Real Madrid , Hungria ,Delantero ,1927.0,NOTABLE,NOMINADO,SUBCAMPEON, Muy Alto ,328.0,184.0,107.0,9.0,0.0,1.0,35.92,2.82,99.4,0.24,19.3,42.7
19096.0,OLIVER KAHN,1990s-2000s,  Bayern Munich,brasil,portero,1969.0,reconocido,NOMINADO,Participante,MEDIO,847.0,206.0,102.0,7.0,0.0,2.0,82.1,69.94,57.6,0.08,17.9,34.3
19097.0,Enzo Francescoli,1980s-1990s,  River Plate,Uruguay,  Mediocampista,1961.0,icono, Sin Nominacion ,Subcampeon,Alto,671.0,203.0,113.0,11.0,0.0,1.0,,431.19,82.4,-0.02,12.7,85.8
19098.0,frank lampard,2000s-2010s,Chelsea, Inglaterra ,mediocampista,1978.0,ICONO,ganador,CAMPEON,Alto,262.0,203.0,110.0,11.0,0.0,1.0,2.67,154.87,68.4,0.54,9.3,78.7
19099.0,CLAUDIO CANIGGIA,1980s-1990s,atalanta, Argentina ,DELANTERO,1967.0,Icono,nominado,NO CLASIFICO,muy alto,338.0,206.0,112.0,10.0,0.0,1.0,77.15,58.96,81.9,0.04,22.3,65.4
19100.0,Karim Benzema, 2010s-2020s ,REAL MADRID,Francia,Delantero ,1987.0, notable ,NOMINADO, Campeon ,medio,698.0,202.0,97.0,6.0,0.0,0.0,11.24,5.26,120.0,0.16,6.4,39.5
19101.0,Pele,1950s-1960s ,Santos,Brasil ,Delantero,1940.0,Notable,nominado,NO CLASIFICO, bajo ,792.0,195.0,88.0,9.0,1.0,0.0,14.96,,89.4,0.43,12.0,61.2
19102.0,sergio ramos,2000s-2020s,Real Madrid ,  España,Defensa ,1986.0,icono,SIN NOMINACION,NO CLASIFICO,Alto,591.0,222.0,107.0,10.0,0.0,2.0,9.0,73.1,98.5,-0.29,16.1,75.1
19103.0,KEVIN DE BRUYNE, 2010s-2020s ,Manchester City,  Belgica, Mediocampista ,1991.0,Notable,Nominado,subcampeon, bajo ,874.0,174.0,104.0,11.0,1.0,0.0,20.04,9.77,114.4,0.73,24.0,90.9
19104.0,FRANK LAMPARD, 2000s-2010s ,CHELSEA,Inglaterra,Mediocampista,1978.0, reconocido ,nominado,participante,BAJO,618.0,208.0,101.0,13.0,0.0,0.0,70.68,7.88,101.9,-0.22,16.9,74.7
19105.0,Ronaldo,  1990s-2000s,Real Madrid ,brasil,delantero,1976.0,notable,GANADOR,participante,Muy Alto,488.0,192.0,95.0,9.0,0.0,0.0,36.63,192.3,78.3,0.48,17.4,80.0
19106.0,neymar jr,2010s-2020s ,  PSG,brasil,Delantero,1992.0,NOTABLE,SIN NOMINACION,Campeón,MUY ALTO,578.0,191.0,116.0,4.0,0.0,1.0,11.46,88.5,65.9,5.0,12.2,67.5
19107.0,EUSEBIO,1950s-1960s, Benfica ,Portugal , Delantero ,1942.0, Leyenda , nominado ,SUBCAMPEON,Muy Alto,689.0,208.0,97.0,10.0,2.0,0.0,105.12,141.42,84.5,0.66,17.8,110.0
19108.0,lionel messi,  2000s-2020s, Barcelona ,ARGENTINA,Delantero,1987.0,RECONOCIDO,ganador, Campeon ,Medio,430.0,219.0,122.0,8.0,0.0,1.0,105.84,168.94,76.5,0.49,15.5,54.6
19109.0,CRISTIANO RONALDO,  2000s-2020s,  Real Madrid,Portugal,  Delantero,1985.0,LEYENDA,ganador,Campeón,ALTO,240.0,214.0,102.0,5.0,1.0,0.0,102.23,67.85,62.1,1.11,7.1,61.0
19110.0, Bebeto , 1980s-1990s ,deportivo la coruña,brasil,delantero,1964.0,Icono,ganador, Subcampeon ,Alto,227.0,185.0,103.0,10.0,0.0,0.0,13.64,58.29,88.6,0.56,19.0,65.2
19111.0,KARIM BENZEMA, 2010s-2020s ,Real Madrid,Francia, Delantero ,1987.0,  Leyenda  ,ganador,subcampeon,bajo,334.0,196.0,102.0,12.0,0.0,0.0,,45.03,89.0,0.82,19.9,85.9
19112.0,Ronaldo Nazario, 1990s-2000s ,Real Madrid ,Brasil ,  Delantero,1976.0,Reconocido,NOMINADO,Subcampeon, Muy Alto ,400.0,212.0,117.0,10.0,1.0,0.0,209.95,30.49,111.5,0.28,19.0,54.2
19113.0,Thierry Henry,1990s-2010s,  Arsenal, Francia ,DELANTERO,1977.0, notable ,ganador,Campeón,medio,232.0,226.0,88.0,8.0,1.0,0.0,73.92,45.62,79.6,0.54,15.2,77.7
19114.0, Michel Platini ,1970s-1980s,  Juventus,Francia ,Mediocampista ,1955.0,LEYENDA, Sin Nominacion ,CAMPEON, alto ,247.0,197.0,103.0,4.0,0.0,0.0,1.38,118.94,89.2,0.96,10.2,78.3
19115.0,HUGO SANCHEZ,  1980s-1990s,real madrid,Mexico ,  Delantero,1958.0,Reconocido, Sin Nominacion ,Subcampeon,medio,702.0,211.0,118.0,6.0,0.0,1.0,3.37,,75.0,0.43,3.5,61.1
19116.0,Karim Benzema,  2010s-2020s,Real Madrid,Francia ,DELANTERO,1987.0,leyenda,nominado,no clasifico, Muy Alto ,606.0,222.0,111.0,7.0,0.0,1.0,31.17,178.44,98.1,0.56,15.8,81.6
